proteinID,taxaID,cladeID,scientificName,genus,species
A0A1C9JAM2,1899179,E,Phyllanthus engleri,Phyllanthus,engleri
A0A1C9K974,1881761,E,Dasyhelea sp. BOLD-2016,Dasyhelea, BOLD-2016
A0A1C9NN11,1881783,E,Orthocladiinae sp. BOLD-2016,Orthocladiinae, BOLD-2016
A0A1C9Q6G7,1881780,E,Mycetophilidae sp. BOLD-2016,Mycetophilidae, BOLD-2016
A0A1C9SC67,1887729,E,Ctenopelmatinae sp. BOLD-2016,Ctenopelmatinae, BOLD-2016
A0A1C9SG08,1250596,E,Euura vaga,Euura,vaga
A0A1C9SKK7,1881782,E,Orthocentrinae sp. BOLD-2016,Orthocentrinae, BOLD-2016
A0A1C9SNE7,1887786,E,Formica sp. BOLD-2016,Formica, BOLD-2016
A0A1C9SNQ0,1250602,E,Tenthredo stricklandi,Tenthredo,stricklandi
A0A1C9T125,1887744,E,Dinotrema sp. BOLD-2016,Dinotrema, BOLD-2016
A0A1C9T145,1887947,E,Tymmophorus sp. BOLD-2016,Tymmophorus, BOLD-2016
A0A1C9T3C4,1881743,E,Alysiinae sp. BOLD-2016,Alysiinae, BOLD-2016
A0A1C9U3P6,233159,E,Cameraria guttifinitella,Cameraria,guttifinitella
A0A1D0BVI1,1708225,E,Acacia ampliata,Acacia,ampliata
A0A1D0CCU9,1120453,E,Acacia hemiteles,Acacia,hemiteles
A0A1D1UUQ7,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1UV66,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1V0L0,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1V4N9,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1V8I2,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1VBZ2,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1W7J8,947166,E,Ramazzottius varieornatus,Ramazzottius,varieornatus
A0A1D1XC88,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1XL73,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1XTJ7,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1XTT6,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Y1J1,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Y407,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Y5E4,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Y8I6,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1YLZ9,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1YN86,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1YRU9,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1YVT9,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1YW50,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Z109,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Z2A3,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Z4K8,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1Z7Y7,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1ZAU4,1678845,E,Anthurium amnicola,Anthurium,amnicola
A0A1D1ZRU2,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A1D2A3D5,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A1D2A9E5,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A1D2ABL3,3075,E,Auxenochlorella protothecoides,Auxenochlorella,protothecoides
A0A1D2JB81,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JD40,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JDW1,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JEM3,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JGH5,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JIF6,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JIM0,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JJ13,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JKY0,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2JQ71,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1D2M1R9,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2ML09,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2MLU8,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2N5E3,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2NAR2,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2NGJ8,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2NHJ2,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D2NL61,48709,E,Orchesella cincta,Orchesella,cincta
A0A1D3CRX6,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3CY02,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3CZ45,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3D572,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3D6G0,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3D9F6,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3D9S1,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3DAK0,88456,E,Cyclospora cayetanensis,Cyclospora,cayetanensis
A0A1D3JLI0,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1D3JNW6,5821,E,Plasmodium berghei,Plasmodium,berghei
A0A1D3KY58,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1D3PXH9,5821,E,Plasmodium berghei,Plasmodium,berghei
A0A1D3RDK2,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1D3SD77,5821,E,Plasmodium berghei,Plasmodium,berghei
A0A1D3TEK1,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1D3TK10,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1D3TLQ0,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1D3U8J3,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1D5NT53,9031,E,Gallus gallus,Gallus,gallus
A0A1D5NVP0,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P290,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P3V8,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P4E8,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P4M0,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P5D4,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P7I6,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P838,9031,E,Gallus gallus,Gallus,gallus
A0A1D5P898,9031,E,Gallus gallus,Gallus,gallus
A0A1D5PGI2,9031,E,Gallus gallus,Gallus,gallus
A0A1D5PND9,9031,E,Gallus gallus,Gallus,gallus
A0A1D5PYJ4,9031,E,Gallus gallus,Gallus,gallus
A0A1D5Q0F6,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5Q574,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5Q655,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QAK4,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QC66,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QEE5,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QH79,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QIC4,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QJC0,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QN50,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QQI8,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QV06,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QVF5,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QW32,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5QYY1,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5RED0,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5RKA7,9544,E,Macaca mulatta,Macaca,mulatta
A0A1D5RL92,10090,E,Mus musculus,Mus,musculus
A0A1D5RMF7,10090,E,Mus musculus,Mus,musculus
A0A1D5RS07,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5RTC4,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5RWY3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5RXH9,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5RXW0,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5SVA4,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5TU76,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5U3K9,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5U8G2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5U8J5,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UKK3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UME2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UPJ7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UQK5,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UR98,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5URG6,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5URG7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UUT8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5UW56,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5V6N8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5VNE7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5VW77,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5W2S3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5W5C1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5W8A1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5WCF1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5WJ96,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5WP74,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5WWC3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5X2V9,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5X4V8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5XBV0,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5XGC0,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5XPW4,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5Y4S0,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5YCR2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5YFG7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5YFK1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5YWV5,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5Z6C8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5ZAD1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5ZHA3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5ZHF2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5ZW67,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D5ZYA8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AC39,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AJK3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AK17,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AQG2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AQW6,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6AVE3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6B1Z8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6B3C3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BB74,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BEE9,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BF60,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BIK9,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BJK6,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BQQ3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BS08,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6BSU5,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6C543,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6C771,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6C8Q8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6CBR1,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6CPW2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6CTF5,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6CXD8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6D1G8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6D3Y4,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6D811,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DAR7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DFQ2,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DGM4,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DJA3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DK17,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DKY3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DLV3,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6DXM7,4577,E,Zea mays,Zea,mays
A0A1D6E0D6,4577,E,Zea mays,Zea,mays
A0A1D6E3R3,4577,E,Zea mays,Zea,mays
A0A1D6E6N1,4577,E,Zea mays,Zea,mays
A0A1D6E719,4577,E,Zea mays,Zea,mays
A0A1D6E958,4577,E,Zea mays,Zea,mays
A0A1D6EA12,4577,E,Zea mays,Zea,mays
A0A1D6EC49,4577,E,Zea mays,Zea,mays
A0A1D6EFZ2,4577,E,Zea mays,Zea,mays
A0A1D6EGI9,4577,E,Zea mays,Zea,mays
A0A1D6EJ64,4577,E,Zea mays,Zea,mays
A0A1D6ELH0,4577,E,Zea mays,Zea,mays
A0A1D6EMZ2,4577,E,Zea mays,Zea,mays
A0A1D6EQX2,4577,E,Zea mays,Zea,mays
A0A1D6F2S3,4577,E,Zea mays,Zea,mays
A0A1D6F5D8,4577,E,Zea mays,Zea,mays
A0A1D6FBK4,4577,E,Zea mays,Zea,mays
A0A1D6FE78,4577,E,Zea mays,Zea,mays
A0A1D6FH31,4577,E,Zea mays,Zea,mays
A0A1D6FYR9,4577,E,Zea mays,Zea,mays
A0A1D6FZ80,4577,E,Zea mays,Zea,mays
A0A1D6FZF8,4577,E,Zea mays,Zea,mays
A0A1D6G7D4,4577,E,Zea mays,Zea,mays
A0A1D6GBT5,4577,E,Zea mays,Zea,mays
A0A1D6GHR9,4577,E,Zea mays,Zea,mays
A0A1D6GN57,4577,E,Zea mays,Zea,mays
A0A1D6H5A8,4577,E,Zea mays,Zea,mays
A0A1D6H920,4577,E,Zea mays,Zea,mays
A0A1D6H9F6,4577,E,Zea mays,Zea,mays
A0A1D6HSH1,4577,E,Zea mays,Zea,mays
A0A1D6HUM7,4577,E,Zea mays,Zea,mays
A0A1D6I667,4577,E,Zea mays,Zea,mays
A0A1D6IBE4,4577,E,Zea mays,Zea,mays
A0A1D6ILF1,4577,E,Zea mays,Zea,mays
A0A1D6IPP0,4577,E,Zea mays,Zea,mays
A0A1D6J0T0,4577,E,Zea mays,Zea,mays
A0A1D6J1T2,4577,E,Zea mays,Zea,mays
A0A1D6J3N5,4577,E,Zea mays,Zea,mays
A0A1D6K3I5,4577,E,Zea mays,Zea,mays
A0A1D6KLN3,4577,E,Zea mays,Zea,mays
A0A1D6KP09,4577,E,Zea mays,Zea,mays
A0A1D6KPZ5,4577,E,Zea mays,Zea,mays
A0A1D6KWE8,4577,E,Zea mays,Zea,mays
A0A1D6KX69,4577,E,Zea mays,Zea,mays
A0A1D6L4C4,4577,E,Zea mays,Zea,mays
A0A1D6L5R6,4577,E,Zea mays,Zea,mays
A0A1D6LMB5,4577,E,Zea mays,Zea,mays
A0A1D6M0Z8,4577,E,Zea mays,Zea,mays
A0A1D6MCY3,4577,E,Zea mays,Zea,mays
A0A1D6MDJ3,4577,E,Zea mays,Zea,mays
A0A1D6MG73,4577,E,Zea mays,Zea,mays
A0A1D6MG86,4577,E,Zea mays,Zea,mays
A0A1D6MM36,4577,E,Zea mays,Zea,mays
A0A1D6MP35,4577,E,Zea mays,Zea,mays
A0A1D6N6Y4,4577,E,Zea mays,Zea,mays
A0A1D6NDB5,4577,E,Zea mays,Zea,mays
A0A1D6NG83,4577,E,Zea mays,Zea,mays
A0A1D6NGT4,4577,E,Zea mays,Zea,mays
A0A1D6NQG3,4577,E,Zea mays,Zea,mays
A0A1D6NYQ3,4577,E,Zea mays,Zea,mays
A0A1D6P1Z4,4577,E,Zea mays,Zea,mays
A0A1D6P623,4577,E,Zea mays,Zea,mays
A0A1D6PAT3,4577,E,Zea mays,Zea,mays
A0A1D6PH76,4577,E,Zea mays,Zea,mays
A0A1D6PHF6,4577,E,Zea mays,Zea,mays
A0A1D6PIX3,4577,E,Zea mays,Zea,mays
A0A1D6PVE2,4577,E,Zea mays,Zea,mays
A0A1D6PZT3,4577,E,Zea mays,Zea,mays
A0A1D6Q643,4577,E,Zea mays,Zea,mays
A0A1D6QE35,4577,E,Zea mays,Zea,mays
A0A1D6QFZ3,4577,E,Zea mays,Zea,mays
A0A1D6RI98,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6RRK6,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6RXA7,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6S2S8,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6S897,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6SD15,4565,E,Triticum aestivum,Triticum,aestivum
A0A1D6YDW4,1745304,E,Chiltoniidae sp. YK1,Chiltoniidae, YK1
A0A1D6YJI5,4424,E,Brasenia schreberi,Brasenia,schreberi
A0A1D6YY54,349246,E,Nymphaea jamesoniana,Nymphaea,jamesoniana
A0A1D8BHI5,38893,E,Anolis distichus,Anolis,distichus
A0A1D8ELK1,490347,E,Leptobrachium huashen,Leptobrachium,huashen
A0A1D8MJC8,53485,E,Pyrenophora teres,Pyrenophora,teres
A0A1D8NA22,4952,E,Yarrowia lipolytica,Yarrowia,lipolytica
A0A1D8RDL6,1805947,E,Vischeria sp. CAUP Q 202,Vischeria, CAUP Q 202
A0A1D8RJG9,1908628,E,Hypoleria xenophis,Hypoleria,xenophis
A0A1E1FE87,1712136,E,Strobilomyces aff. strobilaceus L19-s305,Strobilomyces,aff. strobilaceus L19-s305
A0A1E1FEB5,1712121,E,Afroboletus pterosporus,Afroboletus,pterorus
A0A1E1FF39,1712130,E,Strobilomyces sp. L28-N1,Strobilomyces, L28-N1
A0A1E1FIK3,643342,E,Osteobrama feae,Osteobrama,feae
A0A1E1G7A1,6326,E,Bursaphelenchus xylophilus,Bursaphelenchus,xylophilus
A0A1E1GHD7,110107,E,Limnonectes kuhlii,Limnonectes,kuhlii
A0A1E1GIF0,6269,E,Anisakis simplex,Anisakis,simplex
A0A1E1J245,5670,E,Leishmania guyanensis,Leishmania,guyanensis
A0A1E1J2I6,5670,E,Leishmania guyanensis,Leishmania,guyanensis
A0A1E1J3R8,5670,E,Leishmania guyanensis,Leishmania,guyanensis
A0A1E1JUG3,914237,E,Rhynchosporium commune,Rhynchosporium,commune
A0A1E1JY73,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1JZK6,914237,E,Rhynchosporium commune,Rhynchosporium,commune
A0A1E1K261,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1KBP6,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1KM63,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1L1V6,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1L7U3,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1LBD5,914237,E,Rhynchosporium commune,Rhynchosporium,commune
A0A1E1LCY2,914237,E,Rhynchosporium commune,Rhynchosporium,commune
A0A1E1LHF2,914238,E,Rhynchosporium agropyri,Rhynchosporium,agropyri
A0A1E1LKQ4,914237,E,Rhynchosporium commune,Rhynchosporium,commune
A0A1E1M0F7,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1M8N9,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1MG07,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1MHL7,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1MJP5,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1MMM7,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1MW07,38038,E,Rhynchosporium secalis,Rhynchosporium,secalis
A0A1E1WEQ7,13191,E,Pectinophora gossypiella,Pectinophora,gossypiella
A0A1E1WX12,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1X300,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1X672,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1X9A8,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1X9S9,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1XEW3,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1XG54,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1XHC5,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1XJ39,187763,E,Amblyomma aureolatum,Amblyomma,aureolatum
A0A1E1XKA4,1581419,E,Amblyomma sculptum,Amblyomma,sculptum
A0A1E1XNJ2,1581419,E,Amblyomma sculptum,Amblyomma,sculptum
A0A1E1XNR1,1581419,E,Amblyomma sculptum,Amblyomma,sculptum
A0A1E2XUU0,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2Y3L1,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2Y6B9,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2YBY5,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2YC84,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2YDG1,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E2YDR7,121759,E,Paracoccidioides brasiliensis,Paracoccidioides,brasiliensis
A0A1E3BDA2,573508,E,Aspergillus cristatus,Aspergillus,cristatus
A0A1E3BE05,573508,E,Aspergillus cristatus,Aspergillus,cristatus
A0A1E3BFD8,573508,E,Aspergillus cristatus,Aspergillus,cristatus
A0A1E3BJW4,573508,E,Aspergillus cristatus,Aspergillus,cristatus
A0A1E3BUE4,573508,E,Aspergillus cristatus,Aspergillus,cristatus
A0A1E5RJG5,29833,E,Hanseniaspora uvarum,Hanseniaspora,uvarum
A0A1E5RT09,211096,E,Hanseniaspora opuntiae,Hanseniaspora,opuntiae
A0A1E5RU73,29833,E,Hanseniaspora uvarum,Hanseniaspora,uvarum
A0A1E5RVT9,56408,E,Hanseniaspora osmophila,Hanseniaspora,osmophila
A0A1E5RW01,211096,E,Hanseniaspora opuntiae,Hanseniaspora,opuntiae
A0A1E5RZG6,56408,E,Hanseniaspora osmophila,Hanseniaspora,osmophila
A0A1E5RZP7,56408,E,Hanseniaspora osmophila,Hanseniaspora,osmophila
A0A1E5UIP7,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UJG2,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UKY6,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UPU9,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UQM9,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UUI3,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5UVU1,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VER1,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VN17,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VNK9,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VPP0,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VWC1,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VX55,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5VY14,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5W8Y3,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1E5WED9,888268,E,Dichanthelium oligosanthes,Dichanthelium,oligosanthes
A0A1F5L2L0,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F5L415,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F5L4C5,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F5L4V2,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F5L9Q4,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F5LJN6,1835702,E,Penicillium arizonense,Penicillium,arizonense
A0A1F7ZLG9,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZMI9,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZPL0,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZRY6,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZSM0,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZUG8,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F7ZYH0,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F8ABC5,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F8AD43,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1F8ADX5,109264,E,Aspergillus bombycis,Aspergillus,bombycis
A0A1G4AP89,1209926,E,Colletotrichum orchidophilum,Colletotrichum,orchidophilum
A0A1G4AX60,1209926,E,Colletotrichum orchidophilum,Colletotrichum,orchidophilum
A0A1G4B013,1209926,E,Colletotrichum orchidophilum,Colletotrichum,orchidophilum
A0A1G4BKC4,1209926,E,Colletotrichum orchidophilum,Colletotrichum,orchidophilum
A0A1G4BKW3,1209926,E,Colletotrichum orchidophilum,Colletotrichum,orchidophilum
A0A1G4E8F0,5855,E,Plasmodium vivax,Plasmodium,vivax
A0A1G4H5Q6,5855,E,Plasmodium vivax,Plasmodium,vivax
A0A1G4HAR3,5855,E,Plasmodium vivax,Plasmodium,vivax
